BoroCode,Block,Lot,Address,CT2010,CB2010,NumBldgs,NumFloors,BldgArea,BldgDepth,BldgFront,BldgClass,LotArea,LotDepth,LotFront,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,UnitsRes,UnitsTotal,YearBuilt,YearAlter1,YearAlter2,IrrLotCode,LandUse,FAR,MaxAllwFAR,CornerLot,LotType,ZoneDist,ZoneDist2,ZoneDist3,ZoneDist4,Overlay,Year,PlutoVer,FAR_bar,AtticAllowance,IHBonus,OverlayBonus,ComFacilFAR,FAR_bar_attic,FAR_bar_ih,FAR_bar_overlay,FAR_bar_attic_overlay,FAR_bar_ih_overlay,FAR_bar_attic_com,FAR_bar_ih_com,FAR_bar_overlay_com,FAR_bar_ih_overlay_com,FAR_ratio,YQ_redev,FAR_prev,YearBuilt_prev,NewBldg
5,4040,50,109 WEED AVENUE,128.04,1012,1.0,2.0,1900,45.0,16.0,A5,2272,101.0,22.0,0,1400,0,0,0,0,0,1.0,1,2002,,,false,1,0.84,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.4,2003,0.19,1960,1
3,7033,73,5050 OCEAN VIEW AVENUE,336.0,5000,1.0,4.0,4767,55.0,26.0,B2,8430,125.25,44.79,0,4767,0,0,0,0,0,2.0,2,2001,,,true,1,0.57,0.6,,2,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.95,2004,0.47,2001,0
3,8740,28,220 COLERIDGE STREET,616.0,1011,1.0,2.0,4800,65.0,38.0,A3,6000,108.0,60.0,0,4800,0,0,0,0,0,1.0,1,2003,,,true,1,0.8,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.3333333333333335,2004,0.36,1920,1
2,5412,71,1532 KENNELWORTH PLACE,274.01,2002,1.0,2.0,1500,44.6,17.09,A5,2500,100.0,25.0,0,1500,0,0,0,0,0,1.0,1,2002,,,false,1,0.6,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.0,2004,0.19,1915,1
4,4673,5,22-11 149 STREET,1047.0,1000,1.0,2.0,2430,56.5,21.5,B2,3646,145.84,32.5,0,2430,0,0,0,0,0,2.0,2,2002,,,true,1,0.67,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.1166666666666667,2004,0.14,1930,1
4,12293,29,134-46 155 STREET,294.0,5010,1.0,2.0,1540,35.0,22.0,B2,3000,100.0,60.0,0,1540,0,0,0,0,0,2.0,2,2004,,,false,1,0.51,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.8500000000000001,2004,0.24,1920,1
5,150,17,58 ELIZABETH AVENUE,97.0,2002,1.0,2.0,1600,40.0,20.0,B9,2500,98.0,25.0,0,1600,0,0,0,0,0,2.0,2,2003,,,false,1,0.64,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.0666666666666667,2004,0.15,1945,1
5,823,16,518 BUCHANAN AVENUE,189.02,3009,1.0,2.0,1350,45.0,15.0,A5,2000,100.0,20.0,0,1350,0,0,0,0,0,1.0,1,2003,,,false,1,0.68,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.1333333333333335,2004,0.38,1960,1
5,3098,23,271 MC CLEAN AVENUE,20.02,1029,1.0,3.0,1451,40.0,14.0,A5,2350,100.0,23.5,0,1451,0,0,0,0,0,1.0,1,2003,,,false,1,0.62,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.0333333333333334,2004,0.25,1920,1
5,3728,40,457 BEDFORD AVENUE,112.02,1009,1.0,3.0,2050,45.0,17.0,A5,2160,80.0,27.0,0,1500,0,0,0,0,0,1.0,1,2003,,,false,1,0.95,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.5833333333333333,2004,0.34,1899,1
5,3744,48,301 POULTNEY STREET,112.02,1017,1.0,2.0,1600,45.0,14.0,A5,2000,100.0,20.0,0,1200,0,0,0,0,0,1.0,1,2003,,,false,1,0.8,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.3333333333333335,2004,0.18,1945,1
5,3797,30,983 OLYMPIA BOULEVARD,112.02,3000,1.0,2.0,1750,45.0,14.0,A5,2090,95.0,22.0,0,1300,0,0,0,0,0,1.0,1,2003,,,false,1,0.84,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.4,2004,0.37,1930,1
5,3797,31,985 OLYMPIA BOULEVARD,112.02,3000,1.0,2.0,1750,45.0,14.0,A5,1330,95.0,14.0,0,1300,0,0,0,0,0,1.0,1,2003,,,false,1,1.32,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,2.2,2004,0.28,1930,1
5,3806,30,111A BADEN PLACE,112.02,3002,1.0,2.0,1800,35.0,14.0,A5,2200,100.0,22.0,0,1400,0,0,0,0,0,1.0,1,2004,,,false,1,0.82,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.3666666666666667,2004,0.31,1920,1
5,3807,1,757 PATTERSON AVENUE,112.02,3003,1.0,3.0,1600,25.0,24.0,A5,2640,60.0,44.0,0,1600,0,0,0,0,0,1.0,1,2003,,,false,1,0.61,0.6,,3,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.0166666666666666,2004,0.23,1930,1
5,3885,12,982 NUGENT AVENUE,112.02,2023,1.0,2.0,1200,40.0,13.0,A5,2300,100.0,24.0,0,1200,0,0,0,0,0,1.0,1,2003,,,true,1,0.52,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.8666666666666667,2004,0.14,1925,1
5,3885,14,976 NUGENT AVENUE,112.02,2023,1.0,2.0,1200,40.0,13.0,A5,1300,100.0,13.0,0,1200,0,0,0,0,0,1.0,1,2003,,,false,1,0.92,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.5333333333333334,2004,0.24,1925,1
5,4040,14,146 CUBA AVENUE,128.04,1012,1.0,2.0,2100,40.0,18.0,B9,2828,101.0,28.0,0,1600,0,0,0,0,0,2.0,2,2002,,,false,1,0.74,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.2333333333333334,2004,0.14,1945,1
3,8729,7,2 DOVER STREET,612.0,1007,1.0,3.0,11278,70.0,60.0,A3,10000,100.0,100.0,0,9278,0,0,0,0,0,1.0,1,2004,,,false,1,1.13,0.6,,3,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.8833333333333333,2005,0.17,1940,1
4,1093,6,99-12 23 AVENUE,357.0,2004,1.0,2.0,1820,40.0,22.0,B1,3200,80.0,40.0,0,1820,0,0,0,0,0,2.0,2,2004,,,false,1,0.57,0.6,,5,R3-1,R3X,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.95,2005,0.38,1920,1
4,4289,1,25-07 143 STREET,889.01,1009,1.0,2.0,2420,33.5,50.0,B1,2692,52.67,80.59,0,2420,0,0,0,0,0,2.0,2,2004,,,true,1,0.9,0.6,,3,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.5,2005,0.83,1960,1
5,668,18,160 LABAU AVENUE,169.01,2007,1.0,2.0,1750,30.0,28.0,A1,4105,99.0,83.0,0,1750,0,0,0,0,0,1.0,1,2004,,,true,1,0.43,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.7166666666666667,2005,0.55,1920,1
5,821,42,374 BRADLEY AVENUE,189.02,3007,1.0,2.0,1260,53.0,12.0,A5,2200,110.0,20.0,0,1260,0,0,0,0,0,1.0,1,2005,,,false,1,0.57,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.95,2005,0.29,1935,1
5,823,80,43 FILLMORE AVENUE,189.02,3009,1.0,2.0,1080,45.0,12.0,A5,2000,100.0,20.0,0,1080,0,0,0,0,0,1.0,1,2004,,,false,1,0.54,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.9000000000000001,2005,0.32,1940,1
5,3100,51,100 HASTINGS STREET,20.02,1030,1.0,2.0,1845,35.0,20.0,B2,2292,41.33,51.45,0,1400,0,0,0,0,0,2.0,2,2003,,,true,1,0.8,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.3333333333333335,2005,0.36,2003,0
5,3117,21,27 AUSTIN AVENUE,74.0,1008,1.0,2.0,1176,42.0,14.0,B3,2300,100.0,22.99,0,1176,0,0,0,0,0,2.0,2,2004,,,false,1,0.51,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.8500000000000001,2005,0.37,1915,1
5,3118,1,27 RAILROAD AVENUE,74.0,2005,1.0,2.0,1184,40.0,15.0,A5,2536,104.99,23.81,0,1184,0,0,0,0,0,1.0,1,2004,,,true,1,0.47,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.7833333333333333,2005,0.33,1930,1
5,3121,150,23 PALISADE STREET,74.0,2002,1.0,3.0,1200,40.0,15.0,A5,2250,90.0,25.0,0,1200,0,0,0,0,0,1.0,1,2003,,,false,1,0.53,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.8833333333333334,2005,0.12,1945,1
5,3122,126,195 FR CAPODANNO BLVD,74.0,2021,1.0,3.0,1450,40.0,15.0,A5,2028,78.0,26.0,0,1450,0,0,0,0,0,1.0,1,2004,,,false,1,0.71,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.1833333333333333,2005,0.79,1915,1
5,3377,14,409 CROMWELL AVENUE,70.0,2017,1.0,2.0,2150,43.0,25.0,B2,4000,100.0,40.0,0,2150,0,0,0,0,0,2.0,2,2004,,,false,1,0.54,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.9000000000000001,2005,0.09,1920,1
5,3377,49,428 ALTER AVENUE,70.0,2017,1.0,2.0,1710,45.0,19.0,B2,4900,196.0,25.0,0,1710,0,0,0,0,0,2.0,2,2004,,,false,1,0.35,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.5833333333333334,2005,0.16,1925,1
5,3692,25,34 ZWICKY AVENUE,112.02,1012,1.0,2.0,1400,50.0,16.0,A5,2500,100.0,24.0,0,1400,0,0,0,0,0,1.0,1,2004,,,true,1,0.56,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.9333333333333335,2005,0.24,1955,1
5,3730,4,122 MORELAND STREET,112.02,2001,1.0,2.0,2100,42.0,15.0,B9,2375,95.0,25.0,0,1500,0,0,0,0,0,2.0,2,2004,,,false,1,0.88,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.4666666666666668,2005,0.11,1945,1
5,3766,24,168 GRAHAM BOULEVARD,112.01,2031,1.0,2.0,4100,40.0,45.0,A1,4000,100.0,40.0,0,3000,0,0,0,0,0,1.0,1,2005,,,false,1,1.03,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.7166666666666668,2005,0.11,1935,0
5,3805,12,986 OLYMPIA BOULEVARD,112.02,3001,1.0,3.0,2300,45.0,14.0,B9,2680,112.0,24.0,0,2300,0,0,0,0,0,2.0,2,2003,,,false,1,0.86,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.4333333333333333,2005,0.63,1920,1
5,3820,47,303 MORELAND STREET,112.02,2016,1.0,2.0,1200,45.0,14.0,A5,2000,100.0,20.0,0,1200,0,0,0,0,0,1.0,1,2004,,,false,1,0.6,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.0,2005,0.19,1940,1
5,3888,54,385 COLONY AVENUE,112.02,3030,1.0,2.0,1400,35.0,20.0,A5,2550,85.0,30.0,0,1400,0,0,0,0,0,1.0,1,2004,,,false,1,0.55,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.9166666666666667,2005,0.37,1945,1
5,4054,25,212 WEED AVENUE,128.06,4003,1.0,2.0,1600,45.0,18.0,A5,2500,100.0,25.0,0,1600,0,0,0,0,0,1.0,1,2004,,,false,1,0.64,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.0666666666666667,2005,0.19,1955,1
5,4371,18,277 RIEDEL AVENUE,138.0,3014,1.0,2.0,1300,22.0,30.0,A5,2450,46.0,47.0,0,1300,0,0,0,0,0,1.0,1,2004,,,true,1,0.53,0.6,,3,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.8833333333333334,2005,0.38,1960,1
3,8434,40,7412 AVENUE U,700.0,1000,1.0,2.0,1811,46.0,21.0,B1,3000,100.0,30.0,0,1811,0,0,0,0,0,2.0,2,2005,,,false,1,0.6,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.0,2006,0.25,1955,1
3,8742,42,259 DOVER STREET,616.0,1009,1.0,2.0,2772,43.0,38.0,A1,5000,100.0,50.0,0,2772,0,0,0,0,0,1.0,1,2006,,,false,1,0.55,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.9166666666666667,2006,0.61,1930,0
4,12307,10,137-06 160 STREET,294.0,3002,1.0,2.0,1848,42.0,22.0,B2,2780,69.0,40.0,0,1848,0,0,0,0,0,2.0,2,2005,,,false,1,0.66,0.6,,3,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.1,2006,0.51,1960,1
4,12316,5,160-11 NORTH CONDUIT AVENUE,294.0,3003,1.0,2.0,1610,46.0,20.0,B2,3000,100.0,30.0,0,1610,0,0,0,0,0,2.0,2,2005,,,false,1,0.54,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.9000000000000001,2006,0.28,1950,1
4,13435,50,147-20 223 STREET,694.0,2011,1.0,2.0,2500,50.0,25.0,B3,5417,135.42,40.0,0,2500,0,0,0,0,0,2.0,2,2005,,,false,1,0.46,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.7666666666666667,2006,0.19,1920,1
5,721,1,76 CLERMONT PLACE,187.01,1004,1.0,2.0,1695,36.0,21.0,A5,2720,85.0,32.0,0,1695,0,0,0,0,0,1.0,1,2005,,,false,1,0.62,0.6,,3,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.0333333333333334,2006,0.22,1899,1
5,800,47,481 GOWER STREET,187.02,3016,1.0,2.0,1480,50.0,15.0,A5,2500,100.0,25.0,0,1480,0,0,0,0,0,1.0,1,2005,,,false,1,0.59,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.9833333333333333,2006,0.19,1955,1
5,821,68,165 ROOSEVELT AVENUE,189.02,3007,1.0,2.0,1580,40.0,20.0,A5,2750,110.0,25.0,0,1580,0,0,0,0,0,1.0,1,2005,,,false,1,0.57,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.95,2006,0.24,1960,1
5,1065,47,20 RUMPLER COURT,247.0,2007,1.0,3.0,1750,38.0,15.0,A5,1776,74.0,24.0,0,1750,0,0,0,0,0,1.0,1,2005,,,false,1,0.99,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.6500000000000001,2006,0.1,1931,1
5,3124,33,96 ROBIN ROAD,74.0,2015,1.0,3.0,1469,35.0,13.77,B9,2686,120.0,22.0,0,979,0,0,0,0,0,2.0,2,2003,,,true,1,0.55,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.9166666666666667,2006,0.14,1940,1
5,3746,48,1303 MASON AVENUE,112.02,1015,1.0,2.0,1200,45.0,14.0,A5,2000,100.0,20.0,0,1200,0,0,0,0,0,1.0,1,2005,,,false,1,0.6,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.0,2006,0.27,1920,1
5,3882,42,333 FREEBORN STREET,112.02,2021,1.0,2.0,2200,24.0,28.0,B9,3500,100.0,35.0,0,2200,0,0,0,0,0,2.0,2,2005,,,false,1,0.63,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.05,2006,0.1,1950,1
5,3884,34,321 COLONY AVENUE,112.02,3025,1.0,2.0,1660,45.0,14.0,A5,2000,100.0,20.0,0,1260,0,0,0,0,0,1.0,1,2004,,,false,1,0.83,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.3833333333333333,2006,0.36,2004,0
5,4031,16,47 TITUS AVENUE,128.04,1001,1.0,2.0,1800,45.0,18.0,B2,5106,138.0,37.0,0,1800,0,0,0,0,0,2.0,2,2005,,,false,1,0.35,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,0.5833333333333334,2006,0.1,1935,1
5,4040,45,95 WEED AVENUE,128.04,1012,1.0,3.0,1800,51.0,18.0,A5,2525,101.0,25.0,0,1800,0,0,0,0,0,1.0,1,2005,,,false,1,0.71,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.1833333333333333,2006,0.13,1930,1
4,13499,29,144-12 230 STREET,680.0,2003,1.0,2.0,1836,46.0,17.0,B2,3000,100.0,30.0,0,1836,0,0,0,0,0,2.0,2,2006,,,false,1,0.61,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.0166666666666666,2007,0.16,1955,1
4,13501,34,230-38 144 AVENUE,680.0,2007,1.0,2.0,1922,45.0,21.0,B2,3000,100.0,30.0,0,1922,0,0,0,0,0,2.0,2,2006,,,false,1,0.64,0.6,,5,R3-1,,,,,2017,21,0.5,0.1,0.0,0.0,1.0,0.6,0.5,0.5,0.6,0.5,1.6,1.5,1.5,1.5,1.0666666666666667,2007,0.41,1955,1
