BoroCode,Block,Lot,Address,CT2010,CB2010,NumBldgs,NumFloors,BldgArea,BldgDepth,BldgFront,BldgClass,LotArea,LotDepth,LotFront,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,UnitsRes,UnitsTotal,YearBuilt,YearAlter1,YearAlter2,IrrLotCode,LandUse,FAR,MaxAllwFAR,CornerLot,LotType,ZoneDist,ZoneDist2,ZoneDist3,ZoneDist4,Overlay,Year,PlutoVer,FAR_bar,AtticAllowance,IHBonus,OverlayBonus,ComFacilFAR,FAR_bar_attic,FAR_bar_ih,FAR_bar_overlay,FAR_bar_attic_overlay,FAR_bar_ih_overlay,FAR_bar_attic_com,FAR_bar_ih_com,FAR_bar_overlay_com,FAR_bar_ih_overlay_com,FAR_ratio,YQ_redev,FAR_prev,YearBuilt_prev,NewBldg
4,4470,1,147-04 3 AVENUE,973.0,1007,1.0,2.0,3000,50.0,30.0,A1,4833,100.0,48.33,0,3000,0,0,0,0,0,1.0,1,2003,,,false,1,0.62,0.5,,3,R1-2,,,,,2017,21,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,1.24,2004,0.15,1955,1
4,4587,53,161-18 CRYDERS LANE,991.0,4014,1.0,2.0,4600,58.0,40.0,A3,9120,125.58,83.42,0,4600,0,0,0,0,0,1.0,1,2003,,,true,1,0.5,0.5,,3,R1-2,,,,,2017,21,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,1.0,2004,0.14,1950,1
4,10501,31,87-44 SANTIAGO STREET,478.0,2010,1.0,2.0,6400,80.0,40.0,A1,13122,283.0,64.42,0,6400,0,0,0,0,0,1.0,1,2004,,,true,1,0.49,0.5,,5,R1-2,,,,,2017,21,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,0.98,2004,0.12,1930,1
4,10527,30,199-03 ROMEO COURT,476.0,1006,1.0,2.0,3536,55.1,32.1,A1,8321,113.16,154.92,0,3536,0,0,0,0,0,1.0,1,2003,,,true,1,0.42,0.5,,3,R1-2,,,,,2017,21,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,0.84,2004,0.46,1930,1
4,10528,37,198-19 EPSOM COURSE,476.0,1004,1.0,2.0,3000,56.0,25.0,A2,8800,178.0,101.0,0,3000,0,0,0,0,0,1.0,1,2000,,,true,1,0.34,0.5,,5,R1-2,,,,,2017,21,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,0.68,2004,0.12,2000,0
5,917,30,76 MARSHALL AVENUE,181.0,2002,1.0,2.0,4000,40.0,55.0,A3,8000,100.0,80.0,0,4000,0,0,0,0,0,1.0,1,2002,,,false,1,0.5,0.5,,5,R1-2,,,,,2017,21,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,1.0,2004,0.26,1955,1
4,6007,39,216-21 28 AVENUE,997.03,3006,1.0,2.0,6674,40.0,40.0,A3,7620,124.0,80.0,0,6674,0,0,0,0,0,1.0,1,2004,,,true,1,0.88,0.5,,5,R1-2,,,,,2017,21,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,1.76,2005,0.15,1950,1
4,6056,89,32-21 214 PLACE,1093.0,3010,1.0,2.0,2680,27.09,55.0,A3,3794,48.16,79.28,0,2680,0,0,0,0,0,1.0,1,2004,,,true,1,0.71,0.5,,3,R1-2,,,,,2017,21,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,1.42,2005,0.27,1940,1
4,7253,34,83-04 CHEVY CHASE STREET,1277.0,3006,1.0,2.0,4896,60.0,44.0,A1,6142,104.08,60.08,0,4896,0,0,0,0,0,1.0,1,2004,,,true,1,0.8,0.5,,3,R1-2,,,,,2017,21,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,1.6,2005,0.31,1950,1
4,8256,45,53-27 254 STREET,1507.02,3005,1.0,2.0,9184,86.0,53.0,A7,12720,219.0,63.0,0,9184,0,0,0,0,0,1.0,1,2004,,,true,1,0.72,0.5,,5,R1-2,,,,,2017,21,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,1.44,2005,0.1,1955,1
