BoroCode,Block,Lot,Address,CT2010,CB2010,NumBldgs,NumFloors,BldgArea,BldgDepth,BldgFront,BldgClass,LotArea,LotDepth,LotFront,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,UnitsRes,UnitsTotal,YearBuilt,YearAlter1,YearAlter2,IrrLotCode,LandUse,FAR,MaxAllwFAR,CornerLot,LotType,ZoneDist,ZoneDist2,ZoneDist3,ZoneDist4,Overlay,Year,PlutoVer,FAR_bar,AtticAllowance,IHBonus,OverlayBonus,ComFacilFAR,FAR_bar_attic,FAR_bar_ih,FAR_bar_overlay,FAR_bar_attic_overlay,FAR_bar_ih_overlay,FAR_bar_attic_com,FAR_bar_ih_com,FAR_bar_overlay_com,FAR_bar_ih_overlay_com,FAR_ratio,YQ_redev,FAR_prev,YearBuilt_prev,NewBldg
4,2822,26,58-04 76 STREET,507.0,1015,1.0,2.0,1980,30.0,33.0,B1,3171,60.0,53.08,0,1980,0,0,0,0,0,2.0,2,2008,,,true,1,0.62,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,0.6888888888888889,,,,
4,2822,28,58-12 76 STREET,507.0,1015,1.0,2.0,1980,30.0,33.0,B1,3234,60.0,53.5,0,1980,0,0,0,0,0,2.0,2,2008,,,true,1,0.61,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,0.6777777777777777,,,,
4,2822,126,58-06 76 STREET,507.0,1015,1.0,2.0,1840,60.0,34.0,B1,2065,60.0,34.42,0,1840,0,0,0,0,0,2.0,2,2008,,,false,1,0.89,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,0.9888888888888889,,,,
4,2822,127,58-10 76 STREET,507.0,1015,1.0,2.0,1840,30.0,34.0,B1,2040,60.0,34.0,0,1840,0,0,0,0,0,2.0,2,2008,,,false,1,0.9,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.0,,,,
4,2827,2,58-03 79 STREET,507.0,2005,1.0,2.0,1561,34.9,22.3,B2,1748,32.0,59.5,0,1560,0,0,0,0,0,2.0,2,2000,,,true,1,0.89,0.9,,3,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,0.9888888888888889,,,,
4,2827,3,79-06 58 AVENUE,507.0,2005,1.0,2.0,2000,50.0,20.0,B2,1956,91.0,21.5,0,2000,0,0,0,0,0,2.0,2,2000,,,false,1,1.02,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.1333333333333333,,,,
4,2827,4,79-08 58 AVENUE,507.0,2005,1.0,2.0,2000,50.0,20.0,B2,2078,100.0,21.51,0,2000,0,0,0,0,0,2.0,2,2000,,,true,1,0.96,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.0666666666666667,,,,
4,2827,58,58-07 79 STREET,507.0,2005,1.0,2.0,1805,34.75,22.0,B2,1728,63.0,40.0,0,1805,0,0,0,0,0,2.0,2,2000,,,true,1,1.04,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.1555555555555557,,,,
4,2827,114,79-10 58 AVENUE,507.0,2005,1.0,2.0,2000,50.0,20.0,B2,3050,100.0,30.5,0,2000,0,0,0,0,0,2.0,2,2000,,,false,1,0.66,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,0.7333333333333334,,,,
4,2829,101,69-06 59 ROAD,667.01,1001,1.0,2.0,1478,22.0,33.58,A1,2377,40.0,33.58,0,1478,0,0,0,0,0,1.0,1,2005,,,true,1,0.62,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,0.6888888888888889,,,,
4,2847,25,60-04 77 PLACE,669.0,1000,1.0,3.0,3610,52.0,24.0,B2,2162,82.36,24.42,0,3610,0,0,0,0,0,2.0,2,2004,,,true,1,1.67,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.8555555555555554,,,,
4,2847,26,60-08 77 PLACE,669.0,1000,1.0,3.0,3544,52.0,24.0,C0,2860,92.66,34.0,0,3544,0,0,0,0,0,3.0,3,2004,,,true,2,1.24,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.3777777777777778,,,,
4,2868,1,55-27 VAN HORN STREET,475.0,2006,1.0,2.0,2166,26.42,41.0,B2,2550,50.0,51.0,0,2166,0,0,0,0,0,2.0,2,2001,,,false,1,0.85,0.9,,3,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,0.9444444444444444,,,,
4,2868,42,55-29 VAN HORN STREET,475.0,2006,1.0,2.0,2166,26.42,41.0,B2,2450,50.0,49.0,0,2166,0,0,0,0,0,2.0,2,2001,,,false,1,0.88,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,0.9777777777777777,,,,
4,2881,9,85-04 56 AVENUE,475.0,2010,1.0,3.0,4434,65.0,24.1,C3,3081,100.0,32.83,0,4434,0,0,0,0,0,4.0,4,2009,,,true,2,1.44,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.5999999999999999,,,,
4,2881,54,85-02 56 AVENUE,479.0,3007,1.0,3.0,3840,65.0,31.4,C3,2769,106.62,44.16,0,3840,0,0,0,0,0,4.0,4,2009,,,true,2,1.39,0.9,,3,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.5444444444444443,,,,
4,2900,18,84-38 60 ROAD,505.0,1009,1.0,3.0,3210,45.0,20.0,C0,2000,100.0,20.0,0,3210,0,0,0,0,0,3.0,3,2005,,,false,2,1.61,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.788888888888889,,,,
4,2904,3,80-08 GRAND AVENUE,499.0,2001,1.0,3.0,9045,20.0,110.0,C7,5498,99.06,54.52,1800,7245,1800,0,0,0,0,7.0,9,2006,,,true,4,1.65,0.9,,3,R4,,,,C1-3,2017,21,0.75,0.15,0.0,1.0,2.0,0.9,0.75,1.75,1.9,1.75,2.9,2.75,3.75,3.75,1.8333333333333333,,,,
4,2904,6,53-14 82 STREET,499.0,2001,1.0,2.0,2426,62.0,17.0,B2,2500,100.0,25.0,0,2426,0,0,0,0,0,2.0,2,2007,,,false,1,0.97,0.9,,5,R4,,,,C1-3,2017,21,0.75,0.15,0.0,1.0,2.0,0.9,0.75,1.75,1.9,1.75,2.9,2.75,3.75,3.75,1.0777777777777777,,,,
4,2906,2,82-04 54 AVENUE,499.0,2003,1.0,3.0,3177,45.0,25.0,C0,2500,100.0,25.0,0,3177,0,0,0,0,0,3.0,3,2000,,,false,2,1.27,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.4111111111111112,,,,
4,2906,23,54-39 82 STREET,499.0,2003,1.0,2.0,2616,52.0,18.7,B2,2675,100.0,26.75,0,2616,0,0,0,0,0,2.0,2,2007,,,false,1,0.98,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.0888888888888888,,,,
4,2906,77,54-53 82 STREET,499.0,2003,1.0,2.0,2182,54.55,20.0,B1,2900,100.0,29.0,0,2182,0,0,0,0,0,2.0,2,2003,,,false,1,0.75,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,0.8333333333333333,,,,
4,2906,79,54-47 82 STREET,499.0,2003,1.0,2.0,2183,52.0,21.0,B1,2100,100.0,21.0,0,2183,0,0,0,0,0,2.0,2,2003,,,false,1,1.04,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.1555555555555557,,,,
4,2906,123,54-37 82 STREET,499.0,2003,1.0,2.0,2620,52.0,18.75,B2,2675,100.0,26.75,0,2620,0,0,0,0,0,2.0,2,2007,,,false,1,0.98,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.0888888888888888,,,,
4,2906,177,54-51 82 STREET,499.0,2003,1.0,2.0,3276,52.0,21.0,B1,2100,100.0,21.0,0,3276,0,0,0,0,0,2.0,2,2003,,,false,1,1.56,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.7333333333333334,,,,
4,2906,179,54-45 82 STREET,499.0,2003,1.0,2.0,3243,52.0,21.0,B2,2900,100.0,29.0,0,3243,0,0,0,0,0,2.0,2,2003,,,false,1,1.12,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.2444444444444445,,,,
4,2907,6,80-14 54 AVENUE,499.0,2003,1.0,2.0,2000,50.0,20.0,B1,2000,100.0,20.0,0,2000,0,0,0,0,0,2.0,2,2007,,,false,1,1.0,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.1111111111111112,,,,
4,2907,8,80-16 54 AVENUE,499.0,2003,1.0,3.0,3000,50.0,20.0,C0,2800,100.0,28.0,0,3000,0,0,0,0,0,3.0,3,2007,,,false,2,1.07,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.1888888888888889,,,,
4,2907,36,54-78 82 STREET,499.0,2003,1.0,3.0,3246,54.0,20.0,C0,3571,70.0,62.5,0,3246,0,0,0,0,0,3.0,3,2014,2012.0,,true,2,0.91,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.011111111111111,,,,
4,2907,37,81-17 57 AVENUE,499.0,2003,1.0,3.0,3375,51.0,20.0,C3,3531,103.0,34.0,0,3375,0,0,0,0,0,4.0,4,2015,,,true,2,0.96,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.0666666666666667,,,,
4,2907,39,81-11 57 AVENUE,499.0,2003,1.0,3.0,3375,51.0,20.0,C3,1852,94.0,20.0,0,3375,0,0,0,0,0,4.0,4,2014,2014.0,,true,2,1.82,0.9,,3,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,2.022222222222222,,,,
4,2907,43,81-03 57 AVENUE,499.0,2003,1.0,3.0,3375,51.0,20.0,C3,2016,101.0,21.0,0,3375,0,0,0,0,0,4.0,4,2014,2014.0,,true,2,1.67,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.8555555555555554,,,,
4,2912,4,58-04 83 STREET,507.0,1004,1.0,3.0,3018,37.0,27.2,C0,2046,55.0,37.2,0,3018,0,0,0,0,0,3.0,3,2006,,,false,2,1.48,0.9,,3,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.6444444444444444,,,,
4,2912,6,58-06 83 STREET,507.0,1004,1.0,3.0,2700,55.0,33.0,C0,2195,55.0,54.08,0,2700,0,0,0,0,0,3.0,3,2006,,,true,2,1.23,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.3666666666666667,,,,
4,2913,62,60-15 83 PLACE,507.0,2000,1.0,2.0,2920,52.0,20.0,B2,2000,100.0,20.0,0,2080,0,0,0,0,0,2.0,2,2006,,,false,1,1.46,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.6222222222222222,,,,
4,2913,161,60-17 83 PLACE,507.0,2000,1.0,2.0,2920,52.0,20.0,B2,3000,100.0,30.0,0,2080,0,0,0,0,0,2.0,2,2006,,,false,1,0.97,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.0777777777777777,,,,
4,2914,5,83-08 60 AVENUE,507.0,2001,1.0,2.0,2984,52.0,21.0,C0,2900,100.0,29.0,0,2984,0,0,0,0,0,3.0,3,2002,,,false,2,1.03,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.1444444444444444,,,,
4,2914,59,60-05 83 STREET,507.0,2001,1.0,2.0,2020,20.0,37.0,B2,1890,42.0,45.0,0,1480,0,0,0,0,0,2.0,2,2004,,,false,1,1.07,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.1888888888888889,,,,
4,2914,60,60-03 83 STREET,507.0,2001,1.0,2.0,2020,42.0,35.0,B2,2310,42.0,55.0,0,1480,0,0,0,0,0,2.0,2,2004,,,false,1,0.87,0.9,,3,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,0.9666666666666667,,,,
4,2919,37,60-32 82 STREET,507.0,2003,1.0,3.0,3255,52.0,20.0,C0,2845,96.25,28.0,0,3255,0,0,0,0,0,3.0,3,2007,,,true,2,1.14,0.9,,5,R4,R4A,,,C1-2,2017,21,0.75,0.15,0.0,1.0,2.0,0.9,0.75,1.75,1.9,1.75,2.9,2.75,3.75,3.75,1.2666666666666666,,,,
4,2919,39,60-34 82 STREET,507.0,2003,1.0,3.0,3055,52.0,19.75,C0,1900,96.25,19.75,0,3055,0,0,0,0,0,3.0,3,2007,,,false,2,1.61,0.9,,5,R4,,,,C1-2,2017,21,0.75,0.15,0.0,1.0,2.0,0.9,0.75,1.75,1.9,1.75,2.9,2.75,3.75,3.75,1.788888888888889,,,,
4,2919,40,60-36 82 STREET,507.0,2003,1.0,3.0,3055,52.0,19.75,C0,1887,89.86,19.75,0,3055,0,0,0,0,0,3.0,3,2007,,,true,2,1.62,0.9,,5,R4,,,,C1-2,2017,21,0.75,0.15,0.0,1.0,2.0,0.9,0.75,1.75,1.9,1.75,2.9,2.75,3.75,3.75,1.8,,,,
4,2919,41,60-38 82 STREET,507.0,2003,1.0,3.0,3220,52.0,19.75,C0,1506,89.0,19.75,0,3220,0,0,0,0,0,3.0,3,2007,,,true,2,2.14,0.9,,5,R4,,,,C1-2,2017,21,0.75,0.15,0.0,1.0,2.0,0.9,0.75,1.75,1.9,1.75,2.9,2.75,3.75,3.75,2.3777777777777778,,,,
4,2919,44,58-65 81 STREET,507.0,2003,1.0,3.0,5800,70.0,28.0,S2,2816,92.0,28.0,2200,3600,2200,0,0,0,0,2.0,3,2007,,,true,4,2.06,0.9,,3,R4,,,,C1-2,2017,21,0.75,0.15,0.0,1.0,2.0,0.9,0.75,1.75,1.9,1.75,2.9,2.75,3.75,3.75,2.2888888888888888,,,,
4,2919,45,58-63 81 STREET,507.0,2003,1.0,3.0,2956,51.0,19.75,C0,2113,103.0,19.75,0,2956,0,0,0,0,0,3.0,3,2007,,,true,2,1.4,0.9,,5,R4,,,,C1-2,2017,21,0.75,0.15,0.0,1.0,2.0,0.9,0.75,1.75,1.9,1.75,2.9,2.75,3.75,3.75,1.5555555555555554,,,,
4,2919,46,58-61 81 STREET,507.0,2003,1.0,3.0,2956,51.5,20.0,C0,2126,103.0,20.4,0,2956,0,0,0,0,0,3.0,3,2007,,,true,2,1.39,0.9,,5,R4,R4A,,,C1-2,2017,21,0.75,0.15,0.0,1.0,2.0,0.9,0.75,1.75,1.9,1.75,2.9,2.75,3.75,3.75,1.5444444444444443,,,,
4,2919,52,58-59 81 STREET,507.0,2003,1.0,3.0,3234,51.0,20.0,C0,2966,112.0,28.5,0,3234,0,0,0,0,0,3.0,3,2007,,,true,2,1.09,0.9,,5,R4,R4A,,,C1-2,2017,21,0.75,0.15,0.0,1.0,2.0,0.9,0.75,1.75,1.9,1.75,2.9,2.75,3.75,3.75,1.2111111111111112,,,,
4,2952,33,69-21 62 DRIVE,665.01,2005,1.0,3.0,2769,67.75,19.33,C0,1270,65.75,19.33,0,2769,0,0,0,0,0,3.0,3,2005,,,false,2,2.18,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,2.4222222222222225,,,,
4,2952,34,69-19 62 DRIVE,665.01,2005,1.0,3.0,2835,67.75,19.83,C0,1305,65.75,19.83,0,2835,0,0,0,0,0,3.0,3,2005,,,false,2,2.17,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,2.411111111111111,,,,
4,2953,1,69-01 JUNIPER VALLEY ROAD,665.01,2004,1.0,3.0,3000,33.0,23.0,B1,1380,60.0,23.0,0,3000,0,0,0,0,0,2.0,2,2000,,,false,1,2.17,0.9,,3,R4,,,,C2-3,2017,21,0.75,0.15,0.0,1.0,2.0,0.9,0.75,1.75,1.9,1.75,2.9,2.75,3.75,3.75,2.411111111111111,,,,
4,2953,42,69-07 JUNIPER BOULEVARD S,665.01,2004,1.0,3.0,3450,50.0,23.0,B2,1380,60.0,23.0,0,3450,0,0,0,0,0,2.0,2,2002,,,false,1,2.5,0.9,,5,R4,,,,C2-3,2017,21,0.75,0.15,0.0,1.0,2.0,0.9,0.75,1.75,1.9,1.75,2.9,2.75,3.75,3.75,2.7777777777777777,,,,
4,2953,44,69-05 JUNIPER BOULEVARD S,665.01,2004,1.0,3.0,1668,33.0,23.0,B2,1380,60.0,23.0,0,1668,0,0,0,0,0,2.0,2,2002,,,false,1,1.21,0.9,,5,R4,,,,C2-3,2017,21,0.75,0.15,0.0,1.0,2.0,0.9,0.75,1.75,1.9,1.75,2.9,2.75,3.75,3.75,1.3444444444444443,,,,
4,2953,46,69-03 JUNIPER BOULEVARD S,665.01,2004,1.0,3.0,3000,33.0,23.0,B2,1380,60.0,23.0,0,3000,0,0,0,0,0,2.0,2,2002,,,false,1,2.17,0.9,,5,R4,,,,C2-3,2017,21,0.75,0.15,0.0,1.0,2.0,0.9,0.75,1.75,1.9,1.75,2.9,2.75,3.75,3.75,2.411111111111111,,,,
4,3108,147,87-23 63 AVENUE,695.0,2004,1.0,2.0,2530,44.0,22.0,B1,3114,100.0,31.14,0,2530,0,0,0,0,0,2.0,2,2001,,,true,1,0.81,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,0.9,,,,
4,3108,148,87-21 63 AVENUE,695.0,2004,1.0,2.0,2530,44.0,22.0,B1,2783,100.0,27.83,0,2530,0,0,0,0,0,2.0,2,2002,,,true,1,0.91,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.011111111111111,,,,
4,3108,149,87-19 63 AVENUE,695.0,2004,1.0,2.0,2530,44.0,22.0,B1,2783,100.0,27.83,0,2530,0,0,0,0,0,2.0,2,2002,,,true,1,0.91,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.011111111111111,,,,
4,3108,150,87-17 63 AVENUE,695.0,2004,1.0,2.0,2530,44.0,22.0,B1,2613,100.0,26.13,0,2530,0,0,0,0,0,2.0,2,2002,,,true,1,0.97,0.9,,5,R4,R7A,,,C1-3,2017,21,0.75,0.15,0.0,1.0,2.0,0.9,0.75,1.75,1.9,1.75,2.9,2.75,3.75,3.75,1.0777777777777777,,,,
4,3108,152,87-15 63 AVENUE,695.0,2004,1.0,2.0,2530,44.0,22.0,B1,3800,100.0,38.0,0,2530,0,0,0,0,0,2.0,2,2002,,,true,1,0.67,0.9,,5,R4,R7A,,,C1-3,2017,21,0.75,0.15,0.0,1.0,2.0,0.9,0.75,1.75,1.9,1.75,2.9,2.75,3.75,3.75,0.7444444444444445,,,,
4,3111,41,63-39 CARLTON STREET,695.0,1004,1.0,2.0,2621,60.0,18.0,A1,4000,100.0,40.0,0,2621,0,0,0,0,0,1.0,1,2009,,,false,1,0.66,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,0.7333333333333334,,,,
4,3143,45,85-96 FLEET STREET,703.0,1002,1.0,2.0,2042,51.25,19.92,B1,1992,100.0,19.92,0,2042,0,0,0,0,0,2.0,2,2002,,,false,1,1.03,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.1444444444444444,,,,
4,3143,46,85-98 FLEET STREET,703.0,1002,1.0,2.0,2042,51.25,19.92,B1,1992,100.0,19.92,0,2042,0,0,0,0,0,2.0,2,2002,,,false,1,1.03,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.1444444444444444,,,,
4,3143,47,85-100 66 AVENUE,703.0,1002,1.0,2.0,2042,51.25,19.92,B1,1992,100.0,19.92,0,2042,0,0,0,0,0,2.0,2,2002,,,false,1,1.03,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.1444444444444444,,,,
4,3143,48,85-102 66 AVENUE,703.0,1002,1.0,2.0,2042,51.25,19.92,B1,1992,100.0,19.92,0,2042,0,0,0,0,0,2.0,2,2002,,,false,1,1.03,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.1444444444444444,,,,
4,3143,49,85-104 66 AVENUE,703.0,1002,1.0,2.0,2042,51.25,19.92,B1,1992,100.0,19.92,0,2042,0,0,0,0,0,2.0,2,2002,,,false,1,1.03,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.1444444444444444,,,,
4,3143,50,85-106 66 AVENUE,703.0,1002,1.0,2.0,2042,51.25,19.92,B1,1992,100.0,19.92,0,2042,0,0,0,0,0,2.0,2,2002,,,false,1,1.03,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.1444444444444444,,,,
4,3143,51,85-108 66 AVENUE,703.0,1002,1.0,2.0,2042,51.25,19.93,B1,1993,100.0,19.93,0,2042,0,0,0,0,0,2.0,2,2002,,,false,1,1.02,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.1333333333333333,,,,
4,3143,52,85-110 66 AVENUE,703.0,1002,1.0,2.0,2042,51.25,19.93,B1,2930,100.5,25.9,0,2042,0,0,0,0,0,2.0,2,2002,,,true,1,0.7,0.9,,3,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,0.7777777777777777,,,,
4,3152,45,66-40 THORNTON PLACE,711.0,1001,1.0,2.0,3266,50.0,25.0,A3,4043,101.08,40.0,0,3266,0,0,0,0,0,1.0,1,2010,,,false,1,0.81,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,0.9,,,,
4,3163,40,67-25 EXETER STREET,709.0,1003,1.0,3.0,2700,45.0,20.0,C0,2000,100.0,20.0,0,2700,0,0,0,0,0,3.0,3,2000,,,false,2,1.35,0.9,,5,R4,,,,C1-2,2017,21,0.75,0.15,0.0,1.0,2.0,0.9,0.75,1.75,1.9,1.75,2.9,2.75,3.75,3.75,1.5,,,,
4,3163,41,67-27 EXETER STREET,709.0,1003,1.0,3.0,2700,45.0,20.0,C0,2000,100.0,20.0,0,2700,0,0,0,0,0,3.0,3,2000,,,false,2,1.35,0.9,,5,R4,,,,C1-2,2017,21,0.75,0.15,0.0,1.0,2.0,0.9,0.75,1.75,1.9,1.75,2.9,2.75,3.75,3.75,1.5,,,,
4,3163,42,67-29 EXETER STREET,709.0,1003,1.0,3.0,2700,45.0,20.0,C0,2000,100.0,20.0,0,2700,0,0,0,0,0,3.0,3,2000,,,false,2,1.35,0.9,,5,R4,,,,C1-2,2017,21,0.75,0.15,0.0,1.0,2.0,0.9,0.75,1.75,1.9,1.75,2.9,2.75,3.75,3.75,1.5,,,,
4,3177,25,70-06 TROTTING COURSE LANE,703.0,2008,1.0,2.0,1725,40.0,26.0,B2,2137,73.46,58.3,0,1725,0,0,0,0,0,2.0,2,2001,2002.0,,true,1,0.81,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,0.9,,,,
4,3177,26,70-10 TROTTING COURSE LANE,703.0,2008,1.0,2.0,2300,40.0,22.02,B2,1820,81.05,22.02,0,2300,0,0,0,0,0,2.0,2,2002,2002.0,,true,1,1.26,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,1.4,,,,
4,3177,28,70-16 TROTTING COURSE LANE,703.0,2008,1.0,2.0,1248,30.0,26.0,A5,2356,95.24,72.91,0,1248,0,0,0,0,0,1.0,1,2002,,,true,1,0.53,0.9,,5,R4,,,,,2017,21,0.75,0.15,0.0,0.0,2.0,0.9,0.75,0.75,0.9,0.75,2.9,2.75,2.75,2.75,0.5888888888888889,,,,
